Row,Day,Day.Of.Week,Date,Page.Loads,Cases,First.Time.Visits,Returning.Visits
2053,Monday,2,4/27/2020,6038,4771,4054,717
2054,Tuesday,3,4/28/2020,6324,492,421,710
2055,Wednesday,4,4/29/2020,6062,4735,4006,729
2056,Thursday,5,4/30/2020,552,4375,3776,599
2057,Friday,6,5/1/2020,467,3621,3068,553
2058,Saturday,7,5/2/2020,4171,3145,2683,462
2059,Sunday,1,5/3/2020,4716,3648,3067,581
2060,Monday,2,5/4/2020,5939,4567,3882,685
2061,Tuesday,3,5/5/2020,6361,49,4169,731
2062,Wednesday,4,5/6/2020,6659,5322,458,742
2063,Thursday,5,5/7/2020,6264,4857,4067,790
2064,Friday,6,5/8/2020,5359,4202,3592,610
2065,Saturday,7,5/9/2020,4593,3452,2932,520
2066,Sunday,1,5/10/2020,5092,3917,3338,579
2067,Monday,2,5/11/2020,6563,5112,4278,834
2068,Tuesday,3,5/12/2020,6124,4775,4028,747
2069,Wednesday,4,5/13/2020,5817,4596,3886,710
2070,Thursday,5,5/14/2020,6057,4583,3937,646
2071,Friday,6,5/15/2020,4958,3829,3183,646
2072,Saturday,7,5/16/2020,3651,2827,2384,443
2073,Sunday,1,5/17/2020,4248,3291,2737,554
2074,Monday,2,5/18/2020,5624,4231,3588,643
2075,Tuesday,3,5/19/2020,5595,43,3666,634
2076,Wednesday,4,5/20/2020,5213,4106,3466,640
2077,Thursday,5,5/21/2020,5156,399,3372,618
2078,Friday,6,5/22/2020,435,3343,2816,527
2079,Saturday,7,5/23/2020,3446,2696,2291,405
2080,Sunday,1,5/24/2020,3945,2969,2479,490
2081,Monday,2,5/25/2020,4639,361,3054,556
2082,Tuesday,3,5/26/2020,5224,4069,3416,653
2083,Wednesday,4,5/27/2020,5242,4105,3474,631
2084,Thursday,5,5/28/2020,4939,3966,3371,595
2085,Friday,6,5/29/2020,4387,3486,2949,537
2086,Saturday,7,5/30/2020,3327,2583,2189,394
2087,Sunday,1,5/31/2020,3692,2919,2482,437
2088,Monday,2,6/1/2020,4734,3707,3133,574
2089,Tuesday,3,6/2/2020,4727,369,3057,633
2090,Wednesday,4,6/3/2020,4994,3869,3239,630
2091,Thursday,5,6/4/2020,4767,3733,3156,577
2092,Friday,6,6/5/2020,4124,3247,2778,469
2093,Saturday,7,6/6/2020,323,2425,2045,380
2094,Sunday,1,6/7/2020,3906,3049,2574,475
2095,Monday,2,6/8/2020,4895,3787,3188,599
2096,Tuesday,3,6/9/2020,4871,3644,305,594
2097,Wednesday,4,6/10/2020,4989,3857,3269,588
2098,Thursday,5,6/11/2020,4633,356,3015,545
2099,Friday,6,6/12/2020,4475,3292,2757,535
2100,Saturday,7,6/13/2020,2967,2304,1942,362
2101,Sunday,1,6/14/2020,3507,2684,2282,402
2102,Monday,2,6/15/2020,4337,3348,2794,554
2103,Tuesday,3,6/16/2020,447,3461,2964,497
2104,Wednesday,4,6/17/2020,4439,345,2898,552
2105,Thursday,5,6/18/2020,4895,3677,3132,545
2106,Friday,6,6/19/2020,3924,2911,2459,452
2107,Saturday,7,6/20/2020,2827,219,1851,339
2108,Sunday,1,6/21/2020,3481,2668,2256,412
2109,Monday,2,6/22/2020,4627,3493,2935,558
2110,Tuesday,3,6/23/2020,4561,3493,295,543
2111,Wednesday,4,6/24/2020,4626,3521,2982,539
2112,Thursday,5,6/25/2020,4137,3215,2668,547
2113,Friday,6,6/26/2020,3555,2675,2248,427
2114,Saturday,7,6/27/2020,2671,1999,168,319
2115,Sunday,1,6/28/2020,3486,2635,2233,402
2116,Monday,2,6/29/2020,4,3119,2616,503
2117,Tuesday,3,6/30/2020,3828,3013,2553,460
2118,Wednesday,4,7/1/2020,3935,3049,2599,450
2119,Thursday,5,7/2/2020,3633,2881,2397,484
2120,Friday,6,7/3/2020,2997,2286,1932,354
2121,Saturday,7,7/4/2020,2194,1704,142,284
2122,Sunday,1,7/5/2020,2948,2198,1836,362
2123,Monday,2,7/6/2020,4049,3215,2724,491
2124,Tuesday,3,7/7/2020,3792,2998,2485,513
2125,Wednesday,4,7/8/2020,4029,3096,2613,483
2126,Thursday,5,7/9/2020,3945,3039,2587,452
2127,Friday,6,7/10/2020,3523,262,2173,447
2128,Saturday,7,7/11/2020,2646,1981,1665,316
2129,Sunday,1,7/12/2020,3454,2611,2213,398
2130,Monday,2,7/13/2020,3703,2916,2459,457
2131,Tuesday,3,7/14/2020,368,2853,2397,456
2132,Wednesday,4,7/15/2020,3479,2627,2196,431
2133,Thursday,5,7/16/2020,3756,2916,2463,453
2134,Friday,6,7/17/2020,3289,2557,2122,435
2135,Saturday,7,7/18/2020,2416,1892,1606,286
2136,Sunday,1,7/19/2020,2793,2197,1892,305
2137,Monday,2,7/20/2020,3749,2881,2428,453
2138,Tuesday,3,7/21/2020,3786,2889,245,439
2139,Wednesday,4,7/22/2020,4002,3039,2566,473
2140,Thursday,5,7/23/2020,3823,3033,2525,508
2141,Friday,6,7/24/2020,343,2623,2262,361
2142,Saturday,7,7/25/2020,24,1767,1487,280
2143,Sunday,1,7/26/2020,2835,2207,1869,338
2144,Monday,2,7/27/2020,4001,3031,2523,508
2145,Tuesday,3,7/28/2020,3795,2969,2525,444
2146,Wednesday,4,7/29/2020,3903,301,2591,419
2147,Thursday,5,7/30/2020,3397,2687,2265,422
2148,Friday,6,7/31/2020,3005,2317,1887,430
2149,Saturday,7,8/1/2020,2305,175,1479,271
2150,Sunday,1,8/2/2020,2696,1993,1701,292
2151,Monday,2,8/3/2020,3866,2814,2368,446
2152,Tuesday,3,8/4/2020,3826,2845,24,445
2153,Wednesday,4,8/5/2020,3673,2774,2334,440
2154,Thursday,5,8/6/2020,366,2625,2189,436
2155,Friday,6,8/7/2020,3136,2364,1941,423
2156,Saturday,7,8/8/2020,2223,1628,1354,274
2157,Sunday,1,8/9/2020,2623,1941,1644,297
2158,Monday,2,8/10/2020,3638,2745,2325,420
2159,Tuesday,3,8/11/2020,374,2742,2258,484
2160,Wednesday,4,8/12/2020,3767,2904,2477,427
2161,Thursday,5,8/13/2020,3621,278,2322,458
2162,Friday,6,8/14/2020,2971,2308,1922,386
2163,Saturday,7,8/15/2020,2221,1696,1373,323
2164,Sunday,1,8/16/2020,2724,2037,1686,351
2165,Monday,2,8/17/2020,3456,2638,2181,457
2166,Tuesday,3,8/18/2020,3581,2683,2184,499
2167,Wednesday,4,8/19/2020,2064,1564,1297,267
